#Nome_da_Administradora;CNPJ_da_Administradora;Data_base;Código_do_grupo;Código_do_segmento;Número_da_assembléia_geral_ordinária;Valor_médio_do_bem;Índice_de_correção;Taxa_de_administração;Prazo_do_grupo_em_meses;Quantidade_de_cotas_ativas_em_dia;Quantidade_de_cotas_ativas_contempladas_inadimplentes;Quantidade_de_cotas_ativas_não_contempladas_inadimplentes;Quantidade_de_cotas_ativas_contempladas_no_mês;Quantidade_de_cotas_excluídas;Quantidade_de_cotas_ativas_quitadas;Quantidade_de_cotas_ativas_com_crédito_pendente_de_utilização
FIPAL                                                       ;78688462;202310;01003;1;154;285202,24;1;19,92360;160;355;39;2;0;282;277;8
FIPAL                                                       ;78688462;202310;01004;1;98;331971,91;1;18,59360;180;400;52;17;4;409;80;67
FIPAL                                                       ;78688462;202310;01005;1;47;169507,67;1;21,76980;240;398;7;49;1;294;0;34
RIVEL ADM.CONSORCIOS                                        ;80402746;202310;00260;1;159;198027,98;3;22,82002;241;583;80;13;3;2120;203;34
RIVEL ADM.CONSORCIOS                                        ;80402746;202310;00310;1;53;238492,06;99;21,55075;240;834;28;133;3;887;1;18
UNIÃO CATARINENSE ADM CONS LTD                              ;83553883;202310;00903;1;168;200172,64;1;25,23860;180;430;39;2;0;1280;297;2
UNIÃO CATARINENSE ADM CONS LTD                              ;83553883;202310;00904;1;156;321981,07;1;23,38290;190;543;83;0;3;1619;303;16
UNIÃO CATARINENSE ADM CONS LTD                              ;83553883;202310;00906;1;110;237818,12;2;20,76960;180;314;39;9;4;629;52;16
UNIÃO CATARINENSE ADM CONS LTD                              ;83553883;202310;00907;1;96;357865,72;1;21,60870;240;667;72;17;5;1013;42;31
UNIÃO CATARINENSE ADM CONS LTD                              ;83553883;202310;00908;1;71;104798,21;1;22,00000;180;288;33;19;2;438;17;20
UNIÃO CATARINENSE ADM CONS LTD                              ;83553883;202310;00909;1;41;272236,65;1;19,64590;180;660;16;47;4;522;3;21
UNIÃO CATARINENSE ADM CONS LTD                              ;83553883;202310;00910;1;24;316165,22;1;17,84030;200;850;4;73;3;388;0;20
UNIÃO CATARINENSE ADM CONS LTD                              ;83553883;202310;00911;1;5;322944,08;1;18,00000;220;561;1;46;2;29;0;5
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00370;1;181;128939,28;3;25,27660;240;841;124;22;6;2107;166;118
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00420;1;165;139817,34;3;28,00000;240;1701;210;86;7;4802;207;246
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00440;1;151;450129,98;3;18,50000;180;879;113;8;8;1200;264;103
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00450;1;145;232160,34;3;18,50000;180;885;93;22;3;1283;302;145
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00460;1;140;419969,55;3;18,50000;180;911;76;10;7;1109;274;122
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00470;1;132;223807,71;3;19,50000;200;894;74;31;6;1330;160;98
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00480;1;126;265637,79;3;19,50000;200;902;74;21;10;1124;120;110
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00490;1;120;623903,94;3;19,50000;200;880;90;28;4;1333;105;79
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00500;1;114;237275,47;3;20,00000;200;881;58;50;8;1175;58;104
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00510;1;107;458678,27;3;18,00000;180;903;55;39;7;936;71;99
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00520;1;107;189654,19;3;24,00000;240;1758;107;135;8;3308;50;103
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00530;1;95;659607,14;3;23,50051;240;1782;62;126;12;2837;23;107
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00540;1;92;171388,08;3;24,00000;240;1718;114;142;10;2813;28;102
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00550;1;86;324181,63;3;23,98756;240;1718;54;158;9;3127;18;94
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00560;1;76;176837,76;3;24,00000;240;1667;52;221;10;2809;8;86
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00570;1;72;198379,58;3;23,98771;240;1704;57;192;9;2966;7;110
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00580;1;71;525652,80;3;23,48782;240;1689;51;189;9;2506;5;112
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00590;1;66;144786,24;3;24,00000;240;1652;70;223;14;2934;5;136
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00600;1;65;317599,75;3;17,98165;180;860;47;74;9;1138;5;95
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00611;1;62;185089,25;3;24,00000;240;1666;32;241;9;2864;9;92
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00620;1;61;291658,38;3;23,97439;240;1685;41;187;9;2527;5;81
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00630;1;57;171217,66;3;23,97505;240;1663;33;228;7;2637;4;66
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00640;1;54;166853,79;3;23,98725;240;1621;45;217;9;2628;2;78
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00651;1;51;205929,45;3;23,95242;240;2718;45;415;15;3751;4;90
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00660;1;49;492811,46;3;23,93748;240;2856;28;379;17;3402;3;123
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00670;1;47;167410,65;3;23,98484;240;2693;39;435;11;4144;2;110
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00680;1;37;197055,34;3;23,99243;240;2760;20;392;12;3602;3;81
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00690;1;37;464823,56;3;23,97043;240;2819;11;416;10;2894;1;67
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00700;1;35;186713,35;3;23,98469;240;2717;21;398;8;3621;2;73
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00710;1;35;196402,06;3;19,95818;200;1657;7;249;10;1347;4;51
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00720;1;32;283691,59;3;23,95913;240;2768;13;449;7;2945;3;56
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00730;1;31;149391,14;3;23,97737;240;2662;17;502;8;3696;1;65
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00740;1;26;139128,08;3;23,98527;240;2786;7;466;9;3022;1;57
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00750;1;25;238439,66;3;23,97028;240;2737;9;484;10;2196;4;50
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00760;1;21;705021,27;3;23,93806;240;2809;3;433;3;771;1;18
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00770;1;19;137357,03;3;23,99253;240;2601;3;607;4;1467;0;26
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00780;1;17;138888,64;3;23,92007;240;1927;1;399;1;1062;6;19
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00790;1;15;129975,64;3;23,98517;240;2706;5;526;2;1496;1;20
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00800;1;14;132723,18;3;24,00000;220;2662;3;539;5;1262;0;19
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00810;1;12;98644,28;3;23,98504;220;2587;2;619;3;900;1;15
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00820;1;11;279643,20;3;23,98087;220;2610;3;524;2;691;1;24
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00830;1;10;132832,65;3;23,97732;220;2591;5;579;3;671;1;27
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00840;1;10;101805,77;3;23,97762;220;2613;2;602;2;893;1;18
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00850;1;7;100292,62;3;23,99236;220;2490;2;650;3;558;0;18
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00860;1;5;222720,33;3;21,97191;200;1626;1;331;3;75;1;11
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00870;1;5;100142,80;3;23,99510;220;3726;1;1174;4;193;0;20
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00880;1;4;123106,97;3;23,98916;220;2628;0;694;6;47;0;12
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00890;1;4;260866,07;3;23,96250;220;2545;1;254;1;14;0;6
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00900;1;2;206125,36;3;23,86286;220;327;0;23;4;3;1;8
ADEMICON ADM CONS S.A.                                      ;84911098;202310;00910;1;2;100678,82;3;23,99622;220;4454;0;306;5;26;0;7
ADEMICON ADM CONS S.A.                                      ;84911098;202310;06101;1;66;246590,99;3;18,64070;180;724;38;50;7;550;43;102
ADEMICON ADM CONS S.A.                                      ;84911098;202310;06102;1;4;150000,00;3;19,05000;180;123;1;20;1;1;1;4
GLOBO ADM. CONS. LTDA.                                      ;85322204;202310;0121;1;166;197831,79;1;19,00000;180;134;15;0;0;789;109;3
GLOBO ADM. CONS. LTDA.                                      ;85322204;202310;0122;1;150;185114,51;1;19,00000;150;113;6;0;0;734;113;0
GLOBO ADM. CONS. LTDA.                                      ;85322204;202310;0123;1;126;201637,02;1;19,00000;180;105;20;3;0;491;45;9
GLOBO ADM. CONS. LTDA.                                      ;85322204;202310;0125;1;107;282487,72;1;19,00000;240;159;18;10;3;797;16;16
GLOBO ADM. CONS. LTDA.                                      ;85322204;202310;0126;1;56;315575,35;1;23,80000;260;348;16;100;2;783;0;18
GLOBO ADM. CONS. LTDA.                                      ;85322204;202310;0127;1;32;202009,63;1;24,00000;300;302;4;133;2;383;0;10
SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;87636635;202310;1250;1;158;576272,33;3;23,97285;180;194;22;5;1;941;129;14
SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;87636635;202310;1260;1;136;116347,57;3;22,99074;144;101;7;0;0;703;74;5
SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;87636635;202310;1270;1;135;271657,24;3;22,45732;180;131;24;9;2;843;48;19
SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;87636635;202310;1280;1;104;339128,58;3;21,76645;180;173;26;105;2;947;15;36
SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;87636635;202310;1300;1;74;384937,18;3;21,95258;180;289;17;179;2;1026;8;30
SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;87636635;202310;1310;1;55;202222,05;3;21,97941;180;308;1;31;2;390;3;16
SINOSSERRA ADM CONSÓRCIOS S.A.                              ;87852273;202310;1034;1;166;109042,69;99;18,96615;166;363;21;0;0;1461;297;24
SINOSSERRA ADM CONSÓRCIOS S.A.                              ;87852273;202310;1039;1;127;350824,77;99;22,38153;180;457;34;7;3;1255;91;91
SINOSSERRA ADM CONSÓRCIOS S.A.                              ;87852273;202310;1040;1;101;404838,34;99;25,23843;200;513;28;21;5;1537;39;86
SINOSSERRA ADM CONSÓRCIOS S.A.                              ;87852273;202310;1041;1;90;175515,89;99;25,93409;228;466;28;37;5;1176;12;74
SINOSSERRA ADM CONSÓRCIOS S.A.                              ;87852273;202310;1043;1;59;299338,15;99;25,92991;221;527;12;46;2;875;2;40
SINOSSERRA ADM CONSÓRCIOS S.A.                              ;87852273;202310;1046;1;25;257422,70;99;24,63078;200;325;5;81;1;546;0;17
SIMPALA ADM CONSÓRCIOS LTDA.                                ;87945218;202310;5001;1;11;111746,32;3;26,64957;180;160;2;72;0;91;0;7
ALPHA ADM CONS LTDA                                         ;90982679;202310;1001;1;70;99000,00;3;23,72980;200;1461;76;269;10;11509;4;189
ALPHA ADM CONS LTDA                                         ;90982679;202310;1004;1;31;348816,00;3;23,13440;240;567;18;174;3;2569;3;37
FARROUPILHA ADM CONS LTDA                                   ;91107581;202310;00717;1;156;202317,76;3;24,97016;180;292;30;0;0;3745;149;23
FARROUPILHA ADM CONS LTDA                                   ;91107581;202310;00718;1;146;202290,10;3;24,75103;280;861;120;41;14;9630;135;208
FARROUPILHA ADM CONS LTDA                                   ;91107581;202310;00720;1;27;132272,99;3;22,92458;240;1163;8;420;3;3030;1;29
FARROUPILHA ADM CONS LTDA                                   ;91107581;202310;00721;1;27;341617,40;3;22,94208;240;574;3;174;1;1023;0;18
RANDON ADM CONSÓRCIOS LTDA.                                 ;91108027;202310;01133;1;149;138837,89;3;22,43708;150;602;123;0;0;1690;634;87
RANDON ADM CONSÓRCIOS LTDA.                                 ;91108027;202310;01143;1;145;150160,19;3;22,44125;150;654;110;2;0;1818;426;103
RANDON ADM CONSÓRCIOS LTDA.                                 ;91108027;202310;01153;1;141;174306,29;3;22,38281;150;661;104;3;0;1393;368;170
RANDON ADM CONSÓRCIOS LTDA.                                 ;91108027;202310;01163;1;131;388519,35;3;18,89444;180;760;131;9;5;935;304;169
RANDON ADM CONSÓRCIOS LTDA.                                 ;91108027;202310;01173;1;120;178254,89;3;21,28810;180;735;134;30;7;1536;196;184
RANDON ADM CONSÓRCIOS LTDA.                                 ;91108027;202310;01183;1;112;381650,73;3;19,82738;180;761;108;28;5;1306;120;197
RANDON ADM CONSÓRCIOS LTDA.                                 ;91108027;202310;01193;1;102;158729,90;3;22,03600;180;756;80;53;7;1417;112;197
RANDON ADM CONSÓRCIOS LTDA.                                 ;91108027;202310;01203;1;85;145967,23;3;23,37274;180;471;66;17;3;1155;25;133
RANDON ADM CONSÓRCIOS LTDA.                                 ;91108027;202310;01213;1;83;303482,64;3;16,73839;180;768;75;40;6;1269;34;154
RANDON ADM CONSÓRCIOS LTDA.                                 ;91108027;202310;01233;1;72;387903,03;3;16,86244;150;574;55;26;7;590;29;153
RANDON ADM CONSÓRCIOS LTDA.                                 ;91108027;202310;01243;1;63;126287,56;3;19,65399;180;627;23;89;6;902;15;106
RANDON ADM CONSÓRCIOS LTDA.                                 ;91108027;202310;01253;1;58;277417,54;3;19,57252;180;533;50;72;2;1052;13;85
RANDON ADM CONSÓRCIOS LTDA.                                 ;91108027;202310;01263;1;55;122959,46;3;22,45860;180;618;35;91;5;1030;8;89
RANDON ADM CONSÓRCIOS LTDA.                                 ;91108027;202310;01270;1;49;371013,13;3;22,00000;200;706;32;98;2;1146;1;85
RANDON ADM CONSÓRCIOS LTDA.                                 ;91108027;202310;01273;1;29;290569,67;3;21,77635;200;785;14;106;3;477;1;50
RANDON ADM CONSÓRCIOS LTDA.                                 ;91108027;202310;01283;1;18;92049,82;3;22,32914;180;661;1;93;2;280;3;18
RANDON ADM CONSÓRCIOS LTDA.                                 ;91108027;202310;01293;1;15;303034,30;3;21,08851;220;814;4;139;1;228;3;12
RANDON ADM CONSÓRCIOS LTDA.                                 ;91108027;202310;01403;1;6;200618,18;3;21,11460;220;748;0;67;2;47;3;9
ADM CONS SPENGLER LTDA                                      ;91341925;202310;2022;1;12;178934,07;99;24,00000;180;116;0;24;1;29;0;1
REDE OESTE ADM DE CONS LTDA                                 ;92002609;202310;00115;1;36;257445,02;1;21,86020;180;405;5;62;2;712;1;16
BANRISUL S.A. ADM CONSÓRCIOS                                ;92692979;202310;10014;1;147;235335,71;99;18,00000;150;262;6;0;0;293;196;14
BANRISUL S.A. ADM CONSÓRCIOS                                ;92692979;202310;10015;1;144;315135,69;99;18,00000;150;263;7;0;0;257;193;17
BANRISUL S.A. ADM CONSÓRCIOS                                ;92692979;202310;10016;1;140;230559,23;99;18,00000;150;237;11;0;0;284;159;24
BANRISUL S.A. ADM CONSÓRCIOS                                ;92692979;202310;10017;1;136;468123,87;99;18,00000;150;281;11;0;0;247;173;25
BANRISUL S.A. ADM CONSÓRCIOS                                ;92692979;202310;10018;1;132;139829,23;99;18,00000;150;249;11;2;0;349;147;36
BANRISUL S.A. ADM CONSÓRCIOS                                ;92692979;202310;10019;1;132;245161,55;99;18,00000;150;235;14;0;0;287;145;22
