#Nome_da_Administradora;CNPJ_da_Administradora;Data_base;Código_do_grupo;Código_do_segmento;Número_da_assembléia_geral_ordinária;Valor_médio_do_bem;Índice_de_correção;Taxa_de_administração;Prazo_do_grupo_em_meses;Quantidade_de_cotas_ativas_em_dia;Quantidade_de_cotas_ativas_contempladas_inadimplentes;Quantidade_de_cotas_ativas_não_contempladas_inadimplentes;Quantidade_de_cotas_ativas_contempladas_no_mês;Quantidade_de_cotas_excluídas;Quantidade_de_cotas_ativas_quitadas;Quantidade_de_cotas_ativas_com_crédito_pendente_de_utilização
BRADESCO CONS. LTDA.                                        ;52568821;202310;00672;1;132;101700,94;3;14,83542;144;694;26;0;0;748;485;46
BRADESCO CONS. LTDA.                                        ;52568821;202310;00673;1;132;102847,39;3;14,81375;144;697;23;0;0;839;470;50
BRADESCO CONS. LTDA.                                        ;52568821;202310;00674;1;131;104673,72;3;14,72503;144;705;13;1;0;889;444;62
BRADESCO CONS. LTDA.                                        ;52568821;202310;00675;1;131;102944,92;3;14,85229;144;702;17;0;1;816;477;51
BRADESCO CONS. LTDA.                                        ;52568821;202310;00676;1;131;102612,92;3;14,63748;144;698;16;1;0;961;463;49
BRADESCO CONS. LTDA.                                        ;52568821;202310;00677;1;130;103383,78;3;14,95850;144;684;33;1;0;956;441;55
BRADESCO CONS. LTDA.                                        ;52568821;202310;00678;1;130;103679,48;3;14,76783;144;703;15;0;0;910;460;53
BRADESCO CONS. LTDA.                                        ;52568821;202310;00679;1;130;106768,88;3;14,87917;144;699;21;0;0;906;454;43
BRADESCO CONS. LTDA.                                        ;52568821;202310;00680;1;130;102863,63;3;14,87326;144;698;19;1;0;897;456;49
BRADESCO CONS. LTDA.                                        ;52568821;202310;00681;1;129;104219,34;3;15,30598;144;704;14;1;0;816;460;37
BRADESCO CONS. LTDA.                                        ;52568821;202310;00682;1;129;104357,86;3;15,17528;144;696;18;2;1;774;438;46
BRADESCO CONS. LTDA.                                        ;52568821;202310;00683;1;128;106423,60;3;15,61130;144;691;26;0;0;782;449;38
BRADESCO CONS. LTDA.                                        ;52568821;202310;00684;1;127;105460,83;3;15,54874;144;687;28;1;1;800;422;48
BRADESCO CONS. LTDA.                                        ;52568821;202310;00685;1;126;106869,34;3;15,54225;144;682;26;2;0;812;404;50
BRADESCO CONS. LTDA.                                        ;52568821;202310;00686;1;126;103767,12;3;15,39915;144;683;24;2;0;864;425;51
BRADESCO CONS. LTDA.                                        ;52568821;202310;00687;1;125;103733,81;3;15,50392;144;693;21;1;0;880;408;69
BRADESCO CONS. LTDA.                                        ;52568821;202310;00688;1;125;105464,07;3;15,49556;144;687;32;1;0;829;414;57
BRADESCO CONS. LTDA.                                        ;52568821;202310;00689;1;124;105101,93;3;15,60810;144;686;26;4;0;813;421;47
BRADESCO CONS. LTDA.                                        ;52568821;202310;00690;1;123;103842,68;3;15,76039;144;682;33;2;0;733;398;76
BRADESCO CONS. LTDA.                                        ;52568821;202310;00691;1;123;105689,87;3;15,41797;144;686;31;1;0;771;384;87
BRADESCO CONS. LTDA.                                        ;52568821;202310;00692;1;122;103466,57;3;15,52420;144;681;38;0;1;792;363;77
BRADESCO CONS. LTDA.                                        ;52568821;202310;00693;1;122;105544,33;3;15,29314;144;691;22;1;2;800;361;85
BRADESCO CONS. LTDA.                                        ;52568821;202310;00694;1;121;104988,71;3;15,61337;144;684;32;2;0;844;367;72
BRADESCO CONS. LTDA.                                        ;52568821;202310;00695;1;121;104489,96;3;15,37942;144;685;27;7;1;776;404;77
BRADESCO CONS. LTDA.                                        ;52568821;202310;00696;1;120;100616,22;3;15,28444;144;697;19;4;4;810;385;89
BRADESCO CONS. LTDA.                                        ;52568821;202310;00697;1;120;99245,98;3;15,43343;144;691;23;1;1;882;359;109
BRADESCO CONS. LTDA.                                        ;52568821;202310;00698;1;120;100370,17;3;15,21774;144;696;19;1;3;888;378;107
BRADESCO CONS. LTDA.                                        ;52568821;202310;00699;1;120;99339,50;3;15,36199;144;683;25;5;1;965;351;110
BRADESCO CONS. LTDA.                                        ;52568821;202310;00700;1;133;109713,46;3;15,49028;144;701;19;0;0;944;476;26
BRADESCO CONS. LTDA.                                        ;52568821;202310;00701;1;119;98338,34;3;15,17010;144;689;30;0;0;951;396;78
BRADESCO CONS. LTDA.                                        ;52568821;202310;00702;1;118;101406,11;3;15,67208;144;691;29;0;2;961;374;91
BRADESCO CONS. LTDA.                                        ;52568821;202310;00703;1;118;100801,66;3;15,43764;144;704;15;1;0;1004;375;99
BRADESCO CONS. LTDA.                                        ;52568821;202310;00704;1;118;101746,69;3;15,39721;144;692;26;0;0;919;376;93
BRADESCO CONS. LTDA.                                        ;52568821;202310;00705;1;118;101121,29;3;15,54610;144;688;25;5;1;1016;368;87
BRADESCO CONS. LTDA.                                        ;52568821;202310;00706;1;119;100696,32;3;15,28464;144;690;25;1;3;1023;367;103
BRADESCO CONS. LTDA.                                        ;52568821;202310;00707;1;119;102340,54;3;15,08073;144;681;29;6;2;995;369;90
BRADESCO CONS. LTDA.                                        ;52568821;202310;00708;1;119;101470,66;3;15,25056;144;692;24;2;0;954;372;92
BRADESCO CONS. LTDA.                                        ;52568821;202310;00709;1;118;102519,60;3;15,72270;144;694;22;2;3;970;396;97
BRADESCO CONS. LTDA.                                        ;52568821;202310;00710;1;117;105581,93;3;15,66153;144;701;16;3;3;815;394;76
BRADESCO CONS. LTDA.                                        ;52568821;202310;00711;1;116;105563,38;3;15,86003;144;687;30;1;0;900;391;75
BRADESCO CONS. LTDA.                                        ;52568821;202310;00712;1;116;105108,44;3;16,01967;144;691;25;1;0;780;423;82
BRADESCO CONS. LTDA.                                        ;52568821;202310;00713;1;114;485832,41;3;17,84514;180;697;19;4;6;951;227;104
BRADESCO CONS. LTDA.                                        ;52568821;202310;00714;1;114;98026,01;3;17,54131;180;681;27;11;5;1173;209;114
BRADESCO CONS. LTDA.                                        ;52568821;202310;00715;1;114;99535,33;3;17,33556;180;695;15;10;5;999;203;103
BRADESCO CONS. LTDA.                                        ;52568821;202310;00716;1;113;98680,44;3;16,63520;180;691;16;9;4;1046;206;96
BRADESCO CONS. LTDA.                                        ;52568821;202310;00717;1;113;99144,73;3;16,33064;180;686;24;8;6;1059;198;94
BRADESCO CONS. LTDA.                                        ;52568821;202310;00718;1;113;97254,25;3;16,47736;180;677;26;17;7;1092;191;93
BRADESCO CONS. LTDA.                                        ;52568821;202310;00719;1;113;100243,61;3;16,65174;180;694;16;7;5;972;195;90
BRADESCO CONS. LTDA.                                        ;52568821;202310;00720;1;113;95797,39;3;16,65528;180;688;23;9;7;976;210;89
BRADESCO CONS. LTDA.                                        ;52568821;202310;00721;1;111;469562,71;3;17,72800;180;511;24;5;4;760;128;74
BRADESCO CONS. LTDA.                                        ;52568821;202310;00722;1;113;98353,57;3;16,49358;180;692;15;10;5;974;203;83
BRADESCO CONS. LTDA.                                        ;52568821;202310;00723;1;113;96586,58;3;16,37107;180;694;16;9;6;995;203;98
BRADESCO CONS. LTDA.                                        ;52568821;202310;00724;1;113;98649,10;3;16,73167;180;680;22;18;6;965;199;105
BRADESCO CONS. LTDA.                                        ;52568821;202310;00725;1;112;99268,05;3;16,82295;180;692;18;9;6;962;191;98
BRADESCO CONS. LTDA.                                        ;52568821;202310;00726;1;111;99373,17;3;16,45285;180;683;24;12;7;929;171;116
BRADESCO CONS. LTDA.                                        ;52568821;202310;00727;1;111;98594,81;3;16,64878;180;660;26;11;6;932;170;87
BRADESCO CONS. LTDA.                                        ;52568821;202310;00728;1;111;101289,88;3;16,47071;180;678;25;14;7;945;165;93
BRADESCO CONS. LTDA.                                        ;52568821;202310;00729;1;111;97420,60;3;16,24294;180;641;26;20;6;992;175;95
BRADESCO CONS. LTDA.                                        ;52568821;202310;00730;1;110;97318,72;3;16,79616;180;602;17;6;5;957;170;77
BRADESCO CONS. LTDA.                                        ;52568821;202310;00731;1;110;98751,68;3;16,58943;180;609;17;8;7;1062;157;93
BRADESCO CONS. LTDA.                                        ;52568821;202310;00732;1;110;95881,74;3;16,43501;180;650;17;10;9;992;166;96
BRADESCO CONS. LTDA.                                        ;52568821;202310;00733;1;110;98668,02;3;16,76598;180;600;18;14;6;991;173;95
BRADESCO CONS. LTDA.                                        ;52568821;202310;00734;1;110;96546,61;3;16,45618;180;593;22;8;5;883;158;84
BRADESCO CONS. LTDA.                                        ;52568821;202310;00735;1;109;97086,24;3;16,67002;180;596;18;13;3;893;161;90
BRADESCO CONS. LTDA.                                        ;52568821;202310;00736;1;109;98098,21;3;16,70992;180;622;22;11;2;857;140;97
BRADESCO CONS. LTDA.                                        ;52568821;202310;00737;1;109;97961,78;3;16,67673;180;592;18;13;5;923;156;90
BRADESCO CONS. LTDA.                                        ;52568821;202310;00738;1;109;96530,55;3;16,84824;180;570;19;8;3;1050;147;93
BRADESCO CONS. LTDA.                                        ;52568821;202310;00739;1;109;95594,24;3;16,55123;180;587;18;6;2;931;154;93
BRADESCO CONS. LTDA.                                        ;52568821;202310;00740;1;109;98562,82;3;16,93431;180;543;27;10;3;1056;152;85
BRADESCO CONS. LTDA.                                        ;52568821;202310;00741;1;109;96030,32;3;16,68818;180;608;23;12;3;964;180;85
BRADESCO CONS. LTDA.                                        ;52568821;202310;00742;1;109;97285,44;3;16,90889;180;591;29;10;4;922;147;79
BRADESCO CONS. LTDA.                                        ;52568821;202310;00743;1;108;93749,64;3;16,54560;180;589;20;5;6;937;174;87
BRADESCO CONS. LTDA.                                        ;52568821;202310;00744;1;108;93177,79;3;16,55130;180;590;19;5;4;1034;165;80
BRADESCO CONS. LTDA.                                        ;52568821;202310;00745;1;108;92632,71;3;16,32789;180;576;21;9;4;1080;170;91
BRADESCO CONS. LTDA.                                        ;52568821;202310;00746;1;108;94039,38;3;16,63651;180;589;17;13;3;1028;166;88
BRADESCO CONS. LTDA.                                        ;52568821;202310;00747;1;108;93611,49;3;16,51575;180;588;17;11;5;1009;163;78
BRADESCO CONS. LTDA.                                        ;52568821;202310;00748;1;108;93229,34;3;16,59536;180;598;23;6;6;1076;139;83
BRADESCO CONS. LTDA.                                        ;52568821;202310;00749;1;106;97911,31;3;16,48179;180;640;13;12;6;1070;150;86
BRADESCO CONS. LTDA.                                        ;52568821;202310;00750;1;106;93682,50;3;16,83544;180;580;17;4;3;1167;155;95
BRADESCO CONS. LTDA.                                        ;52568821;202310;00751;1;106;93776,18;3;16,78084;180;584;16;6;5;1014;145;91
BRADESCO CONS. LTDA.                                        ;52568821;202310;00752;1;106;94808,14;3;16,62342;180;590;18;15;3;1044;142;101
BRADESCO CONS. LTDA.                                        ;52568821;202310;00753;1;106;93042,97;3;16,66605;180;619;21;8;5;1019;165;94
BRADESCO CONS. LTDA.                                        ;52568821;202310;00754;1;106;93712,27;3;16,85328;180;569;15;7;3;1140;161;85
BRADESCO CONS. LTDA.                                        ;52568821;202310;00755;1;106;95550,75;3;16,75587;180;612;12;6;3;917;155;114
BRADESCO CONS. LTDA.                                        ;52568821;202310;00756;1;105;97174,24;3;17,01000;180;575;17;8;5;1036;163;93
BRADESCO CONS. LTDA.                                        ;52568821;202310;00757;1;105;93439,57;3;16,95452;180;604;18;9;8;949;155;99
BRADESCO CONS. LTDA.                                        ;52568821;202310;00758;1;104;94751,77;3;16,89400;180;562;28;10;5;903;147;96
BRADESCO CONS. LTDA.                                        ;52568821;202310;00759;1;104;92113,50;3;16,63920;180;642;19;10;4;986;146;93
BRADESCO CONS. LTDA.                                        ;52568821;202310;00760;1;103;92410,81;3;16,61626;180;590;23;8;7;1045;120;109
BRADESCO CONS. LTDA.                                        ;52568821;202310;00761;1;103;91443,29;3;16,78274;180;629;19;19;6;972;150;118
BRADESCO CONS. LTDA.                                        ;52568821;202310;00762;1;102;90960,06;3;16,64725;180;656;23;13;6;1004;148;109
BRADESCO CONS. LTDA.                                        ;52568821;202310;00763;1;102;92751,51;3;16,71228;180;589;16;14;7;1157;112;112
BRADESCO CONS. LTDA.                                        ;52568821;202310;00764;1;102;89644,29;3;16,40468;180;623;24;16;4;1208;142;115
BRADESCO CONS. LTDA.                                        ;52568821;202310;00765;1;102;89627,95;3;16,37279;180;640;23;17;6;1135;123;105
BRADESCO CONS. LTDA.                                        ;52568821;202310;00766;1;102;94097,92;3;16,53777;180;613;28;13;6;1009;112;97
BRADESCO CONS. LTDA.                                        ;52568821;202310;00767;1;102;94240,13;3;17,08870;180;602;20;15;5;969;117;96
BRADESCO CONS. LTDA.                                        ;52568821;202310;00768;1;101;93046,26;3;16,41127;180;602;16;21;3;1095;130;96
BRADESCO CONS. LTDA.                                        ;52568821;202310;00769;1;101;92131,75;3;16,23467;180;650;22;17;5;1135;126;98
BRADESCO CONS. LTDA.                                        ;52568821;202310;00770;1;101;90707,04;3;16,48156;180;595;18;16;5;1086;117;103
BRADESCO CONS. LTDA.                                        ;52568821;202310;00771;1;101;91988,27;3;16,46379;180;614;23;15;4;1118;128;94
BRADESCO CONS. LTDA.                                        ;52568821;202310;00772;1;101;91665,42;3;16,38436;180;571;20;23;4;1056;138;87
BRADESCO CONS. LTDA.                                        ;52568821;202310;00773;1;101;93057,21;3;16,42071;180;604;12;16;6;1104;117;95
BRADESCO CONS. LTDA.                                        ;52568821;202310;00774;1;100;91559,16;3;16,57984;180;576;31;8;5;1189;110;96
BRADESCO CONS. LTDA.                                        ;52568821;202310;00775;1;100;93660,98;3;16,85224;180;591;17;18;6;1120;109;104
BRADESCO CONS. LTDA.                                        ;52568821;202310;00776;1;100;91942,50;3;16,45345;180;581;19;23;9;1212;116;95
BRADESCO CONS. LTDA.                                        ;52568821;202310;00777;1;100;89169,63;3;16,78977;180;576;19;21;10;1249;140;101
BRADESCO CONS. LTDA.                                        ;52568821;202310;00778;1;100;94393,29;3;16,32662;180;653;19;23;7;1269;123;102
BRADESCO CONS. LTDA.                                        ;52568821;202310;00779;1;100;92776,16;3;16,68657;180;615;16;17;6;1166;126;111
BRADESCO CONS. LTDA.                                        ;52568821;202310;00780;1;100;88814,70;3;16,34747;180;613;19;19;4;1129;123;95
BRADESCO CONS. LTDA.                                        ;52568821;202310;00781;1;100;91598,49;3;16,46009;180;587;30;22;6;1174;134;98
BRADESCO CONS. LTDA.                                        ;52568821;202310;00782;1;99;94229,01;3;16,83929;180;642;13;17;6;975;137;94
BRADESCO CONS. LTDA.                                        ;52568821;202310;00783;1;99;91839,56;3;16,97602;180;624;18;17;5;1061;124;114
BRADESCO CONS. LTDA.                                        ;52568821;202310;00784;1;98;91159,85;3;16,57303;180;610;26;24;7;1111;110;100
BRADESCO CONS. LTDA.                                        ;52568821;202310;00785;1;98;89349,94;3;16,69953;180;600;26;18;6;1200;101;104
BRADESCO CONS. LTDA.                                        ;52568821;202310;00786;1;98;90081,00;3;16,79849;180;620;24;20;5;1031;127;107
BRADESCO CONS. LTDA.                                        ;52568821;202310;00787;1;98;90460,29;3;16,59860;180;665;20;27;6;1172;94;104
BRADESCO CONS. LTDA.                                        ;52568821;202310;00788;1;97;90674,66;3;16,87304;180;613;25;26;5;1201;89;98
BRADESCO CONS. LTDA.                                        ;52568821;202310;00789;1;97;92649,13;3;16,91108;180;633;24;29;5;1236;96;97
BRADESCO CONS. LTDA.                                        ;52568821;202310;00790;1;97;91929,20;3;16,68521;180;592;37;20;7;1232;83;94
BRADESCO CONS. LTDA.                                        ;52568821;202310;00791;1;97;92689,06;3;16,77325;180;635;29;20;7;1212;101;97
BRADESCO CONS. LTDA.                                        ;52568821;202310;00792;1;97;92512,83;3;17,00223;180;627;25;21;5;1205;86;102
BRADESCO CONS. LTDA.                                        ;52568821;202310;00793;1;97;89667,31;3;16,90694;180;655;33;18;6;1203;102;119
BRADESCO CONS. LTDA.                                        ;52568821;202310;00794;1;96;90609,42;3;16,62873;180;672;17;21;7;1237;101;109
BRADESCO CONS. LTDA.                                        ;52568821;202310;00795;1;96;88665,21;3;16,80303;180;646;23;25;9;1268;102;105
BRADESCO CONS. LTDA.                                        ;52568821;202310;00796;1;96;90628,93;3;16,76190;180;654;22;17;6;1216;105;109
BRADESCO CONS. LTDA.                                        ;52568821;202310;00797;1;96;89742,82;3;17,08515;180;637;21;22;7;1407;100;95
BRADESCO CONS. LTDA.                                        ;52568821;202310;00798;1;96;88943,14;3;17,05380;180;651;16;17;9;1063;149;115
BRADESCO CONS. LTDA.                                        ;52568821;202310;00799;1;95;88625,12;3;16,89682;180;649;16;26;5;1425;94;99
BRADESCO CONS. LTDA.                                        ;52568821;202310;00800;1;95;90081,18;3;17,10458;180;643;16;18;5;1341;104;104
BRADESCO CONS. LTDA.                                        ;52568821;202310;00801;1;95;89169,24;3;16,98043;180;658;14;23;6;1417;106;101
BRADESCO CONS. LTDA.                                        ;52568821;202310;00802;1;95;89535,37;3;16,80887;180;648;20;20;7;1523;111;103
BRADESCO CONS. LTDA.                                        ;52568821;202310;00803;1;95;87325,46;3;16,96331;180;667;18;29;4;1244;109;100
BRADESCO CONS. LTDA.                                        ;52568821;202310;00804;1;95;88033,84;3;17,04020;180;652;20;42;4;1232;101;108
BRADESCO CONS. LTDA.                                        ;52568821;202310;00805;1;94;88413,39;3;17,47014;180;683;15;22;5;1391;131;112
BRADESCO CONS. LTDA.                                        ;52568821;202310;00806;1;94;86874,09;3;17,18395;180;673;15;16;6;1686;132;118
BRADESCO CONS. LTDA.                                        ;52568821;202310;00807;1;94;87585,39;3;17,64342;180;685;18;11;6;1279;125;112
BRADESCO CONS. LTDA.                                        ;52568821;202310;00808;1;93;89845,29;3;17,98610;180;670;22;20;8;1395;121;121
BRADESCO CONS. LTDA.                                        ;52568821;202310;00809;1;93;90332,00;3;17,73713;180;669;15;27;4;1401;117;97
BRADESCO CONS. LTDA.                                        ;52568821;202310;00810;1;92;90920,01;3;17,67269;180;664;19;31;11;1565;115;107
BRADESCO CONS. LTDA.                                        ;52568821;202310;00811;1;92;91755,44;3;18,10096;180;661;28;30;9;1573;127;140
BRADESCO CONS. LTDA.                                        ;52568821;202310;00812;1;91;109537,28;3;17,31191;180;670;11;24;10;956;83;110
BRADESCO CONS. LTDA.                                        ;52568821;202310;00813;1;91;109717,85;3;17,58319;180;648;15;33;8;976;85;111
BRADESCO CONS. LTDA.                                        ;52568821;202310;00814;1;90;249441,35;3;18,34657;180;523;10;6;3;653;109;99
BRADESCO CONS. LTDA.                                        ;52568821;202310;00815;1;90;109603,34;3;17,59859;180;677;15;17;6;891;109;104
BRADESCO CONS. LTDA.                                        ;52568821;202310;00816;1;89;109846,88;3;17,93713;180;687;11;21;8;874;99;101
BRADESCO CONS. LTDA.                                        ;52568821;202310;00817;1;88;245187,37;3;18,50298;180;517;11;9;6;717;92;88
BRADESCO CONS. LTDA.                                        ;52568821;202310;00818;1;89;115986,28;3;18,68503;200;591;19;18;6;994;85;89
BRADESCO CONS. LTDA.                                        ;52568821;202310;00819;1;88;111818,52;3;18,02809;200;501;17;16;8;1038;60;83
BRADESCO CONS. LTDA.                                        ;52568821;202310;00820;1;88;112924,58;3;18,23743;200;533;16;12;5;1059;76;92
BRADESCO CONS. LTDA.                                        ;52568821;202310;00821;1;88;110550,88;3;18,46941;200;496;12;15;5;1086;52;82
BRADESCO CONS. LTDA.                                        ;52568821;202310;00822;1;88;118002,38;3;17,76834;200;588;16;15;7;1195;77;86
BRADESCO CONS. LTDA.                                        ;52568821;202310;00823;1;88;109483,10;3;18,35354;200;486;8;14;5;1126;54;85
BRADESCO CONS. LTDA.                                        ;52568821;202310;00824;1;88;110828,77;3;17,96030;200;502;13;14;4;1135;62;72
BRADESCO CONS. LTDA.                                        ;52568821;202310;00825;1;88;110064,74;3;18,42271;200;496;15;13;4;999;76;88
BRADESCO CONS. LTDA.                                        ;52568821;202310;00826;1;87;113044,76;3;17,65181;200;543;7;14;3;771;73;81
BRADESCO CONS. LTDA.                                        ;52568821;202310;00827;1;86;117514,76;3;17,64297;200;494;19;13;4;1009;63;77
BRADESCO CONS. LTDA.                                        ;52568821;202310;00828;1;87;116789,87;3;18,07031;200;490;15;17;4;855;85;69
BRADESCO CONS. LTDA.                                        ;52568821;202310;00829;1;84;109678,44;3;17,24828;200;488;8;28;3;1102;44;70
BRADESCO CONS. LTDA.                                        ;52568821;202310;00830;1;84;528988,66;3;16,99808;200;596;15;15;6;732;55;83
BRADESCO CONS. LTDA.                                        ;52568821;202310;00831;1;85;111258,66;3;18,06590;200;493;12;17;3;1015;59;79
BRADESCO CONS. LTDA.                                        ;52568821;202310;00832;1;85;113169,84;3;17,35017;200;530;18;26;2;1012;69;81
BRADESCO CONS. LTDA.                                        ;52568821;202310;00833;1;85;117372,03;3;17,91899;200;550;6;19;5;1055;65;84
BRADESCO CONS. LTDA.                                        ;52568821;202310;00834;1;85;112305,85;3;17,85311;200;531;13;25;4;1028;53;73
BRADESCO CONS. LTDA.                                        ;52568821;202310;00835;1;85;111728,29;3;17,96817;200;495;14;15;4;1090;49;75
BRADESCO CONS. LTDA.                                        ;52568821;202310;00836;1;85;111707,15;3;17,58521;200;585;8;21;3;1115;61;80
BRADESCO CONS. LTDA.                                        ;52568821;202310;00837;1;84;107505,96;3;17,57313;200;491;11;19;7;1082;55;72
BRADESCO CONS. LTDA.                                        ;52568821;202310;00838;1;84;108627,65;3;17,63024;200;474;11;21;3;1057;45;69
BRADESCO CONS. LTDA.                                        ;52568821;202310;00839;1;84;110056,23;3;17,67691;200;490;11;23;6;1076;50;79
BRADESCO CONS. LTDA.                                        ;52568821;202310;00840;1;84;108400,47;3;18,10318;200;472;11;27;4;996;54;77
BRADESCO CONS. LTDA.                                        ;52568821;202310;00841;1;84;106066,91;3;18,07030;200;467;10;18;3;1125;54;79
BRADESCO CONS. LTDA.                                        ;52568821;202310;00842;1;83;113799,21;3;17,18529;200;499;5;18;5;1187;70;63
BRADESCO CONS. LTDA.                                        ;52568821;202310;00843;1;83;111991,80;3;17,96928;200;499;9;22;4;1201;55;75
BRADESCO CONS. LTDA.                                        ;52568821;202310;00844;1;83;546799,61;3;17,67436;200;601;6;17;9;937;70;82
BRADESCO CONS. LTDA.                                        ;52568821;202310;00845;1;83;108770,65;3;17,47120;200;474;6;20;3;1298;65;69
BRADESCO CONS. LTDA.                                        ;52568821;202310;00846;1;83;110837,66;3;17,85359;200;519;8;16;3;1271;62;76
BRADESCO CONS. LTDA.                                        ;52568821;202310;00847;1;83;108773,36;3;17,79232;200;475;14;16;4;1138;59;83
BRADESCO CONS. LTDA.                                        ;52568821;202310;00848;1;83;111478,10;3;17,80762;200;524;9;21;8;1301;65;83
BRADESCO CONS. LTDA.                                        ;52568821;202310;00849;1;83;112568,06;3;18,11206;200;516;13;20;5;1168;65;69
BRADESCO CONS. LTDA.                                        ;52568821;202310;00850;1;83;112954,17;3;17,60331;200;495;8;17;6;1112;70;67
BRADESCO CONS. LTDA.                                        ;52568821;202310;00851;1;83;113626,08;3;17,80696;200;522;6;21;6;1095;74;69
BRADESCO CONS. LTDA.                                        ;52568821;202310;00852;1;82;113284,34;3;17,72418;200;560;12;16;4;995;64;97
BRADESCO CONS. LTDA.                                        ;52568821;202310;00853;1;81;112169,68;3;17,67191;200;537;8;21;3;1023;55;73
BRADESCO CONS. LTDA.                                        ;52568821;202310;00854;1;81;111368,17;3;17,29701;200;535;14;19;7;1129;52;90
BRADESCO CONS. LTDA.                                        ;52568821;202310;00855;1;80;111206,63;3;18,03748;200;505;13;21;5;1177;39;75
BRADESCO CONS. LTDA.                                        ;52568821;202310;00856;1;80;110731,13;3;17,33910;200;489;9;11;3;1219;43;79
BRADESCO CONS. LTDA.                                        ;52568821;202310;00857;1;79;111171,53;3;17,60344;200;490;12;21;5;1144;52;83
BRADESCO CONS. LTDA.                                        ;52568821;202310;00858;1;79;108389,02;3;17,63181;200;515;11;14;5;993;51;83
BRADESCO CONS. LTDA.                                        ;52568821;202310;00859;1;79;108724,58;3;17,30000;200;483;13;12;4;1152;39;83
BRADESCO CONS. LTDA.                                        ;52568821;202310;00860;1;78;112115,05;3;17,83320;200;469;10;15;3;1179;47;83
BRADESCO CONS. LTDA.                                        ;52568821;202310;00861;1;78;114282,50;3;17,47163;200;482;16;22;4;1363;44;79
BRADESCO CONS. LTDA.                                        ;52568821;202310;00862;1;78;111352,41;3;17,28229;200;440;14;26;4;1254;34;72
BRADESCO CONS. LTDA.                                        ;52568821;202310;00863;1;77;110596,94;3;17,45511;200;447;11;21;3;1276;36;72
BRADESCO CONS. LTDA.                                        ;52568821;202310;00864;1;77;109950,14;3;18,20913;200;465;7;21;2;1251;40;74
BRADESCO CONS. LTDA.                                        ;52568821;202310;00865;1;77;110115,75;3;17,35417;200;464;5;11;5;1250;43;76
BRADESCO CONS. LTDA.                                        ;52568821;202310;00866;1;77;113913,19;3;17,01703;200;480;13;18;6;1319;51;76
BRADESCO CONS. LTDA.                                        ;52568821;202310;00867;1;76;110806,81;3;17,99554;200;444;8;19;5;1277;29;74
BRADESCO CONS. LTDA.                                        ;52568821;202310;00868;1;76;109903,21;3;17,88116;200;454;12;17;2;1430;42;77
BRADESCO CONS. LTDA.                                        ;52568821;202310;00869;1;76;109576,61;3;18,07489;200;425;8;25;2;1317;37;84
BRADESCO CONS. LTDA.                                        ;52568821;202310;00870;1;76;109966,81;3;17,89916;200;456;8;14;5;1251;30;83
BRADESCO CONS. LTDA.                                        ;52568821;202310;00871;1;75;116216,14;3;17,48717;200;466;7;18;2;1291;41;79
BRADESCO CONS. LTDA.                                        ;52568821;202310;00872;1;75;113424,25;3;18,03714;200;476;10;25;5;1314;38;83
BRADESCO CONS. LTDA.                                        ;52568821;202310;00873;1;75;111408,92;3;17,77484;200;426;21;26;2;1392;36;68
BRADESCO CONS. LTDA.                                        ;52568821;202310;00874;1;75;110591,63;3;17,99807;200;445;12;20;5;1437;33;77
BRADESCO CONS. LTDA.                                        ;52568821;202310;00875;1;74;111470,06;3;17,92088;200;461;13;24;4;1402;41;74
BRADESCO CONS. LTDA.                                        ;52568821;202310;00876;1;74;111630,92;3;17,86119;200;437;18;14;4;1441;34;71
BRADESCO CONS. LTDA.                                        ;52568821;202310;00877;1;74;112049,88;3;17,50920;200;519;9;19;6;1297;31;86
BRADESCO CONS. LTDA.                                        ;52568821;202310;00878;1;73;111578,94;3;18,20365;200;465;8;20;4;1407;35;77
BRADESCO CONS. LTDA.                                        ;52568821;202310;00879;1;71;106127,07;3;18,01419;200;480;11;20;5;1485;35;88
BRADESCO CONS. LTDA.                                        ;52568821;202310;00880;1;71;109820,47;3;17,79841;200;481;7;14;5;1419;35;77
BRADESCO CONS. LTDA.                                        ;52568821;202310;00881;1;71;105368,25;3;18,12600;200;476;6;20;4;1563;22;81
BRADESCO CONS. LTDA.                                        ;52568821;202310;00882;1;71;103813,63;3;17,89587;200;437;8;15;5;1429;32;73
BRADESCO CONS. LTDA.                                        ;52568821;202310;00883;1;71;105224,89;3;17,74933;200;486;14;25;4;1586;21;84
BRADESCO CONS. LTDA.                                        ;52568821;202310;00884;1;70;106023,78;3;18,23276;200;449;14;30;3;1453;35;86
BRADESCO CONS. LTDA.                                        ;52568821;202310;00885;1;70;105902,11;3;18,77125;200;434;18;28;3;1418;32;79
BRADESCO CONS. LTDA.                                        ;52568821;202310;00886;1;70;106997,30;3;18,25424;200;482;7;18;3;1269;25;88
BRADESCO CONS. LTDA.                                        ;52568821;202310;00887;1;69;108229,56;3;18,51349;200;453;16;13;4;1272;19;72
BRADESCO CONS. LTDA.                                        ;52568821;202310;00888;1;68;109049,79;3;18,21062;200;458;15;26;4;1122;31;85
BRADESCO CONS. LTDA.                                        ;52568821;202310;00889;1;67;108176,89;3;18,19780;200;472;10;18;5;1144;43;71
